# 1:cctk_time 2:maxrss 3:majflt 4:arena 5:ordblks 6:hblks 7:hblkhd 8:uordblks 9:fordblks 10:keepcost
0.000000	2147483647	8192	1790160896	15	714	741457920	1789428176	732720	371584
0.457143	2147483647	8192	1792552960	12	715	761303040	1788930176	3622784	133984
0.914286	2147483647	8192	2116284416	212	713	765534208	1826081664	290202752	132192
1.371429	2147483647	8192	2116284416	212	713	765534208	1826124400	290160016	132192
1.828571	2147483647	8192	2116284416	373	708	724459520	1775799760	340484656	154591440
2.285714	2147483647	8192	2116284416	368	708	724459520	1775884992	340399424	154591440
2.742857	2147483647	8192	-2044264448	368	707	799526912	1797076032	453626816	131936
3.200000	2147483647	8192	-2044264448	341	707	799526912	1797138256	453564592	131936
3.657143	2147483647	8192	-1876471808	322	704	714547200	1887674992	530820496	132800
4.114286	2147483647	8192	-1876471808	299	702	700727296	1914796688	503698800	86623200
4.571429	2147483647	8192	-1876471808	272	702	700727296	1914827008	503668480	86623200
5.028571	2147483647	8192	-1604026368	291	657	568524800	-2060795424	456769056	133024
5.485714	2147483647	8192	-1604026368	282	657	568524800	-2060757056	456730688	133024
5.942857	2147483647	8192	-1547649024	344	658	610807808	-2093107616	545458592	131488
6.400000	2147483647	8192	-1547649024	327	658	610807808	-2093064992	545415968	131488
6.857143	2147483647	8192	-1547649024	384	657	568524800	-2040491392	492842368	56510368
7.314286	2147483647	8192	-1479819264	390	656	531001344	-1991928960	512109696	132080
7.771429	2147483647	8192	-1479819264	363	656	531001344	-1991896720	512077456	132080
8.228571	2147483647	8192	-1399095296	412	648	511201280	-1953556432	554461136	131808
8.685714	2147483647	12288	-1399095296	399	648	511201280	-1953524800	554429504	131808
9.142857	2147483647	12288	-1004441600	465	599	190042112	-1605115072	600673472	133664
9.600000	2147483647	12288	-1004441600	440	599	190042112	-1605091776	600650176	133664
10.057143	2147483647	12288	-1004441600	378	598	146989056	-1552020528	547578928	135778752
10.514286	2147483647	12288	-1004441600	443	598	146989056	-1541575728	537134128	19532864
10.971429	2147483647	12288	-1004441600	425	598	146989056	-1541552560	537110960	19532864
11.428571	2147483647	12288	-928894976	514	598	146989056	-1518545456	589650480	132480
11.885714	2147483647	12288	-928894976	494	598	146989056	-1518522128	589627152	132480
12.342857	2147483647	12288	-844902400	500	604	202395648	-1550923936	706021536	133472
12.800000	2147483647	12288	-844902400	479	604	202395648	-1550900688	705998288	133472
13.257143	2147483647	12288	-844902400	535	604	202395648	-1536501008	691598608	149407584
13.714286	2147483647	12288	-785248256	405	583	57286656	-1353503136	568254880	131440
14.171429	2147483647	12288	-785248256	363	583	57286656	-1353476928	568228672	131440
14.628571	2147483647	12288	-680562688	432	583	57286656	-1335014864	654452176	131792
15.085714	2147483647	12288	-680562688	412	583	57286656	-1334991536	654428848	131792
15.542857	2147483647	12288	-680562688	481	583	57286656	-1330187344	649624656	131792
16.000000	2147483647	12288	-680562688	459	583	57286656	-1330164304	649601616	131792
16.457143	2147483647	12288	-574963712	512	575	4710400	-1271564400	696600688	133792
16.914286	2147483647	12288	-574963712	493	575	4710400	-1254864208	679900496	133792
17.371429	2147483647	12288	-574963712	475	575	4710400	-1250320656	675356944	133792
17.828571	2147483647	12288	-574963712	410	575	4710400	-1249988560	675024848	106909744
18.285714	2147483647	12288	-574963712	392	575	4710400	-1249965280	675001568	106909744
18.742857	2147483647	12288	-537083904	447	568	-44634112	-1197052592	659968688	134976
19.200000	2147483647	12288	-537083904	421	568	-44634112	-1197029360	659945456	134976
19.657143	2147483647	12288	-537083904	394	566	-71659520	-1322620176	785536272	39060912
20.114286	2147483647	12288	-537083904	474	566	-71659520	-1302600880	765516976	39060912
20.571429	2147483647	12288	-537083904	453	566	-71659520	-1302577616	765493712	39060912
21.028571	2147483647	12288	-537083904	487	558	-128053248	-1246163696	709079792	3818032
21.485714	2147483647	12288	-537083904	455	558	-128053248	-1246140352	709056448	3818032
21.942857	2147483647	12288	-537083904	450	558	-128053248	-1246307184	709223280	3818032
22.400000	2147483647	12288	-537083904	421	558	-128053248	-1246283936	709200032	3818032
22.857143	2147483647	12288	-537083904	435	555	-150216704	-1226065216	688981312	3818032
