#1:time	2:M_horizon	3:a_x/Mh	4:a_y/M_h	5:a_z/M_h
0	0.599270280689479	3.52939508439083e-06	0.601376342203255	1.35051050747239e-05
0.4571428571428575172	0.599258653975904	-5.43453664975809e-06	0.601452730056138	2.19396323732054e-05
0.9142857142857150343	0.599305564575916	-5.49941490999589e-05	0.60143620622139	2.14379789482545e-05
1.371428571428572551	0.599369518560957	-0.000136154282446435	0.601317158654876	4.43450488202754e-05
1.828571428571430069	0.599377790782913	-0.000247546012044705	0.601438804408161	4.53379444235298e-05
2.285714285714287364	0.599599829204466	-0.000371651356011825	0.601141205457782	6.80389762631871e-05
2.742857142857145103	0.599718325317451	-0.000496197785076209	0.600983015724435	9.94279825797715e-05
3.200000000000002842	0.5998358826431	-0.000645785632165625	0.60069277473545	0.000101681751879249
3.657142857142860137	0.59983028962312	-0.000798949464236236	0.600491372825849	9.49736523205905e-05
4.114285714285717432	0.599818927860674	-0.00095969032097561	0.600400232933868	7.83306939720984e-05
4.571428571428574728	0.599735543875875	-0.00111317624047711	0.600583645040465	7.39543834522629e-05
5.028571428571432911	0.599846912832821	-0.0012667886106023	0.600412868864773	7.17749741004912e-05
5.485714285714290206	0.599909759423469	-0.00142256082477717	0.600310269774539	7.01939764890686e-05
5.942857142857147501	0.599885638727854	-0.00157830553779238	0.600342635708664	8.10750550720046e-05
6.400000000000005684	0.599923526230775	-0.00173404214820217	0.600256257695596	8.67317993723238e-05
6.857142857142862979	0.599936759191189	-0.00188577316041891	0.600210518737517	0.000103046358304453
7.314285714285720275	0.599909962281006	-0.00204519659817047	0.600251886472815	0.000113770997053106
7.77142857142857757	0.599915025844022	-0.00221086795792059	0.600250803441331	0.000125476630039918
8.228571428571434865	0.599934746778715	-0.00237690540098536	0.600227679841561	0.000144977605439307
8.68571428571429216	0.599952119654726	-0.00254420735095336	0.60020417554232	0.000171754755418578
9.142857142857149455	0.599946733363672	-0.00271259237605513	0.60021997442379	0.000200832808931842
9.600000000000008527	0.599940055798725	-0.00287524366119743	0.600228692445292	0.000237463097533487
10.05714285714286582	0.599929510143226	-0.0030334651660875	0.600246384168487	0.000275878477250134
10.51428571428572312	0.59993822410463	-0.00318702017971639	0.600226180788262	0.000310993621941587
10.97142857142858041	0.599955453407783	-0.00333499852699199	0.600203317059377	0.000346836077211965
11.42857142857143771	0.599978526072813	-0.00348316588851566	0.600168100467236	0.000386622796240014
11.885714285714295	0.600002866782629	-0.0036371464054683	0.600140637387394	0.000428686498280761
12.3428571428571523	0.600006474158056	-0.00380969931866495	0.600146518534178	0.000472740038254817
12.80000000000001137	0.600001194154425	-0.00400942977712195	0.600169708956184	0.000503195448640788
13.25714285714286866	0.599995597585238	-0.00423423253523948	0.600187352988316	0.000511786345027039
13.71428571428572596	0.599989107694382	-0.00447514772439072	0.600206662272886	0.000498203472145559
14.17142857142858325	0.599981935800623	-0.00472274132790666	0.600225876312768	0.000470948069463153
14.62857142857144055	0.599981198777337	-0.00497066623138168	0.600236035341962	0.000439817012504491
15.08571428571429784	0.599986684242579	-0.0052144454404341	0.600238158752503	0.000408628248558773
15.54285714285715514	0.599988226881037	-0.00544890665860563	0.600252073698924	0.000388278922244761
16.00000000000001421	0.599983470106019	-0.00567183095984919	0.600275872026058	0.000380253646833127
16.45714285714286973	0.5999873625562	-0.00588411432655323	0.600288568118674	0.000385316241495181
16.9142857142857288	0.599992307373326	-0.00608715743930188	0.600290651657231	0.000411751560289514
17.37142857142858432	0.599997619066071	-0.00628666741351613	0.600293782111442	0.000453633643289393
17.82857142857144339	0.600001623626	-0.00648887049686365	0.60030015030068	0.000502162855672533
18.28571428571429891	0.599998984489456	-0.00669641917849695	0.60032094862398	0.000557509688569251
18.74285714285715798	0.600008307230271	-0.00691134325319426	0.6003329485909	0.000613754091575795
19.20000000000001705	0.600008250199993	-0.00712926929762076	0.600342618173691	0.000667882884790436
19.65714285714287257	0.600005504930438	-0.00735138433050443	0.600359440755937	0.000732335505524527
20.11428571428573164	0.600006844543172	-0.00758036291403406	0.600370675099896	0.000794205764382022
20.57142857142858716	0.600009735664366	-0.00781551578507644	0.600378784983385	0.000854740654746856
21.02857142857144623	0.600016099016702	-0.00805764337873629	0.600378343596828	0.000909580115900786
21.48571428571430175	0.600021289243529	-0.00830780923571413	0.600377953577382	0.000953252492488867
21.94285714285716082	0.600026407866819	-0.00856260660840448	0.60037438660605	0.000986001725795229
22.4000000000000199	0.600030526947711	-0.00882100448735991	0.600375238700514	0.00101602509856112
22.85714285714287541	0.60003480822242	-0.00907983269207746	0.600375869097214	0.00104271862892348
23.31428571428573449	0.600031210267161	-0.00933890529611681	0.600392995382229	0.00106988224699522
23.77142857142859	0.600028097231091	-0.00959665029930548	0.600412664842491	0.00109716445308736
24.22857142857144908	0.600029144824411	-0.00985213329918208	0.600424146574836	0.00112870419657992
24.68571428571430459	0.600032199956068	-0.0101062252724985	0.60043375771043	0.00115959232446432
25.14285714285716367	0.600031768176175	-0.0103606368442253	0.600450594708507	0.00119016257129725
25.60000000000002274	0.600031969834384	-0.0106164212249697	0.600467508971189	0.0012211603731803
26.05714285714287826	0.600031932759428	-0.010874478954944	0.60048484541889	0.00125402800226802
26.51428571428573733	0.60003297944827	-0.0111363936456561	0.600501309167688	0.00128990744447347
26.97142857142859285	0.6000372507534	-0.0114032875063664	0.600510401403803	0.0013286316781886
27.42857142857145192	0.600042778317052	-0.0116751913678841	0.600517196162907	0.00137220028456093
27.88571428571430744	0.600047306857348	-0.0119528473174593	0.600523935226018	0.00141767735671447
28.34285714285716651	0.600051076255448	-0.0122362942572542	0.60053335950009	0.00146492284221658
28.80000000000002203	0.600056046932747	-0.0125233562449304	0.600536433938174	0.00151363636071412
29.2571428571428811	0.600056871748413	-0.0128141280686579	0.600548806504507	0.00156413041650568
29.71428571428574017	0.600054015511396	-0.0131082767760386	0.600567924464615	0.00161528141158781
30.17142857142859569	0.600053831839234	-0.013403501801947	0.60058112054604	0.00166672058092471
30.62857142857145476	0.600056747284256	-0.0136996133037738	0.600588854012774	0.00171936171307358
31.08571428571431028	0.600053089978684	-0.0139967999632709	0.600610821719288	0.00177111746571081
31.54285714285716935	0.600055084071979	-0.0142940096759042	0.600620541687035	0.00182103775986804
32.00000000000002842	0.600058282502357	-0.0145921962738479	0.600629129677614	0.00186905462057941
